paper_id,title,pub_date,journal,abstract
paper_9feb4a1f5f,Towards Photovoltaic Perovskites,2010-11-10,Nature Communications,Reports improvements in efficacy using novel reagent.
paper_39d2e49e6a,Towards Bioreactor Control,2025-10-31,Nature Communications,Reports improvements in yield using closed-loop control.
paper_52e7dc3c7c,Towards Solid-State Cooling,2015-09-28,Sci Reports,Reports improvements in yield using microfabrication.
paper_becdb7a3fb,Towards Gene Editing (Crispr),2019-11-18,IEEE TBME,Reports improvements in efficacy using novel reagent.
paper_a610409442,A study of Lab-On-A-Chip,2016-03-23,Sci Reports,Reports improvements in throughput using novel reagent.
paper_7e257ca0a5,On Bioreactor Control,2020-10-14,Science Advances,Reports improvements in stability using microfabrication.
paper_6fbdb3470b,On Gene Editing (Crispr),2023-04-16,J. Med. Chem.,Reports improvements in stability using microfabrication.
paper_e7f718b9af,On Ultrafast Li-Ion Charging,2020-05-05,Science Advances,Reports improvements in efficacy using microfabrication.
paper_445bdc5f50,A study of Ai-Driven Medicinal Chemistry,2022-06-12,J. Med. Chem.,Reports improvements in efficacy using ML optimisation.
paper_1c27188b51,Towards Ultrafast Li-Ion Charging,2017-02-06,Science Advances,Reports improvements in efficacy using microfabrication.
paper_a016133041,On Ultrafast Li-Ion Charging,2023-08-12,IEEE TBME,Reports improvements in throughput using closed-loop control.
paper_73c536dda0,On Graphene Membranes,2011-02-21,J. Med. Chem.,Reports improvements in throughput using closed-loop control.
paper_d451f673a4,Towards Solid-State Cooling,2019-06-28,Sci Reports,Reports improvements in throughput using microfabrication.
paper_1bbf33cdc9,On Robotic Prosthetics,2011-10-31,BioRxiv,Reports improvements in stability using novel reagent.
paper_95443f3eb8,Benchmarking Protein Engineering,2012-04-04,IEEE TBME,Reports improvements in yield using novel reagent.
paper_afe61641b1,A study of Lab-On-A-Chip,2023-11-29,J. Med. Chem.,Reports improvements in stability using closed-loop control.
paper_6b955bfbc1,A study of Photovoltaic Perovskites,2011-03-13,medRxiv,Reports improvements in safety using closed-loop control.
paper_75f9d2dc89,Towards Solid-State Cooling,2013-10-28,Nature Communications,Reports improvements in stability using novel reagent.
paper_35b400df84,Benchmarking Graphene Membranes,2010-09-06,Sci Reports,Reports improvements in yield using novel reagent.
paper_f506109d2e,On Biosensors,2025-02-21,Sci Reports,Reports improvements in efficacy using ML optimisation.
paper_77d73fb07f,A study of Robotic Prosthetics,2024-07-29,Sci Reports,Reports improvements in yield using novel reagent.
paper_ff4faf7ee1,Benchmarking Bioreactor Control,2019-12-25,Nature Communications,Reports improvements in yield using closed-loop control.
paper_6e14c1ff06,On Bioreactor Control,2014-12-17,medRxiv,Reports improvements in safety using microfabrication.
paper_6a14675115,A study of Lab-On-A-Chip,2011-11-18,medRxiv,Reports improvements in safety using ML optimisation.
paper_95e67f1ff7,Towards Protein Engineering,2018-01-25,medRxiv,Reports improvements in throughput using closed-loop control.
paper_ec976ccf16,Towards Photovoltaic Perovskites,2022-06-04,J. Med. Chem.,Reports improvements in yield using closed-loop control.
paper_d9b0a02361,Engineering Protein Engineering,2012-12-27,J. Med. Chem.,Reports improvements in yield using novel reagent.
paper_796e4e2289,Benchmarking Bioprinting,2010-05-29,J. Med. Chem.,Reports improvements in stability using microfabrication.
paper_918854c0ac,Benchmarking Photovoltaic Perovskites,2017-01-19,IEEE TBME,Reports improvements in stability using closed-loop control.
paper_5e76c974d3,On Single-Cell Multiomics,2025-10-31,BioRxiv,Reports improvements in yield using microfabrication.
paper_e102b2148c,Benchmarking Lab-On-A-Chip,2014-05-14,BioRxiv,Reports improvements in yield using closed-loop control.
paper_cfac7fe59c,Engineering Photovoltaic Perovskites,2012-01-21,Science Advances,Reports improvements in throughput using ML optimisation.
paper_1e0640141e,On Ai-Driven Medicinal Chemistry,2010-03-07,Science Advances,Reports improvements in safety using ML optimisation.
paper_810ab1ab85,On Photovoltaic Perovskites,2021-04-12,medRxiv,Reports improvements in throughput using microfabrication.
paper_6a6020a87c,Benchmarking Solid-State Cooling,2021-09-23,J. Med. Chem.,Reports improvements in throughput using closed-loop control.
paper_ca035c2687,On Robotic Prosthetics,2023-07-05,BioRxiv,Reports improvements in yield using closed-loop control.
paper_199ad06e13,Engineering Photovoltaic Perovskites,2025-12-01,BioRxiv,Reports improvements in safety using ML optimisation.
paper_4479f1fb14,Benchmarking Solid-State Cooling,2014-06-11,Science Advances,Reports improvements in safety using closed-loop control.
paper_c771641b4c,Towards Bioprinting,2020-07-30,Science Advances,Reports improvements in safety using microfabrication.
paper_71c9fccb5f,On Car-T Manufacturing,2025-05-15,Science Advances,Reports improvements in stability using novel reagent.
paper_f5b311fdcc,Engineering Ai-Driven Medicinal Chemistry,2013-06-02,J. Med. Chem.,Reports improvements in throughput using novel reagent.
paper_ee1217e68e,On Photovoltaic Perovskites,2010-09-20,BioRxiv,Reports improvements in throughput using ML optimisation.
paper_e326ecb13a,Benchmarking Lab-On-A-Chip,2025-07-11,BioRxiv,Reports improvements in safety using novel reagent.
paper_51cb2a59a8,On Solid-State Cooling,2012-01-14,medRxiv,Reports improvements in safety using microfabrication.
paper_588cdfb15b,Towards Bioprinting,2016-04-24,BioRxiv,Reports improvements in efficacy using microfabrication.
paper_d021a5f972,A study of Biosensors,2020-08-23,BioRxiv,Reports improvements in stability using ML optimisation.
paper_1548751075,Benchmarking Battery Chemistry,2019-01-17,J. Med. Chem.,Reports improvements in throughput using ML optimisation.
paper_f3558f6fb2,On Single-Cell Multiomics,2013-02-16,Science Advances,Reports improvements in efficacy using microfabrication.
paper_a488c56021,On Biosensors,2024-09-15,Nature Communications,Reports improvements in stability using closed-loop control.
paper_387da3254c,A study of Nanopore Sequencing,2016-01-16,IEEE TBME,Reports improvements in stability using closed-loop control.
paper_e39a7bec01,Towards Diagnostic Imaging,2010-12-27,J. Med. Chem.,Reports improvements in efficacy using microfabrication.
paper_f3b6fa8c8d,A study of Mrna Therapeutics,2010-04-20,J. Med. Chem.,Reports improvements in safety using ML optimisation.
paper_cb9a8be3a7,Benchmarking Gene Editing (Crispr),2015-04-21,medRxiv,Reports improvements in safety using microfabrication.
paper_d4265091fb,Towards Graphene Membranes,2019-07-17,BioRxiv,Reports improvements in safety using microfabrication.
paper_4018e2f4d8,Benchmarking Protein Engineering,2016-11-27,Nature Communications,Reports improvements in yield using ML optimisation.
paper_d6c9b13d2a,Engineering Photovoltaic Perovskites,2010-12-08,Nature Communications,Reports improvements in safety using novel reagent.
paper_ddab872ab0,Engineering Robotic Prosthetics,2020-08-23,IEEE TBME,Reports improvements in throughput using novel reagent.
paper_c99f423f1c,Engineering Protein Engineering,2024-08-03,IEEE TBME,Reports improvements in throughput using novel reagent.
paper_3880651c16,Towards Solid-State Cooling,2022-03-14,BioRxiv,Reports improvements in stability using novel reagent.
paper_66b3ca3a68,On Battery Chemistry,2024-04-20,Sci Reports,Reports improvements in stability using microfabrication.
paper_d65336b930,Benchmarking Lab-On-A-Chip,2024-10-06,Nature Communications,Reports improvements in safety using novel reagent.
paper_a268589f18,A study of Photovoltaic Perovskites,2020-11-18,IEEE TBME,Reports improvements in yield using microfabrication.
paper_eb00ba8fc4,A study of Wearable Health Sensors,2017-11-19,Science Advances,Reports improvements in safety using closed-loop control.
paper_091fd3392e,On Ai-Driven Medicinal Chemistry,2023-08-22,Nature Communications,Reports improvements in throughput using novel reagent.
paper_6a78029127,On Solid-State Cooling,2021-08-13,BioRxiv,Reports improvements in stability using ML optimisation.
paper_b018b13cf4,Towards Gene Editing (Crispr),2024-06-15,Nature Communications,Reports improvements in safety using closed-loop control.
paper_eb5ba3ac45,A study of Graphene Membranes,2016-04-01,BioRxiv,Reports improvements in efficacy using closed-loop control.
paper_1486ee9803,Towards Bioprinting,2022-02-28,IEEE TBME,Reports improvements in yield using microfabrication.
paper_8f6fd46516,Engineering Solid-State Cooling,2022-03-18,medRxiv,Reports improvements in stability using microfabrication.
paper_a0ed08e537,Benchmarking Biosensors,2019-09-27,Science Advances,Reports improvements in stability using microfabrication.
paper_3dac16d128,Towards Car-T Manufacturing,2019-03-04,IEEE TBME,Reports improvements in throughput using ML optimisation.
paper_d7cd45147e,Engineering Graphene Membranes,2025-06-03,Nature Communications,Reports improvements in safety using novel reagent.
paper_4a9d630d27,A study of Nanopore Sequencing,2018-03-25,IEEE TBME,Reports improvements in stability using novel reagent.
paper_0be4718277,Engineering Bioprinting,2013-04-25,IEEE TBME,Reports improvements in yield using novel reagent.
paper_feaf3603b8,A study of Protein Engineering,2022-02-07,medRxiv,Reports improvements in safety using closed-loop control.
paper_c78266c0a0,On Photovoltaic Perovskites,2016-02-21,IEEE TBME,Reports improvements in efficacy using novel reagent.
paper_0040feabf8,Towards Robotic Prosthetics,2019-12-25,Sci Reports,Reports improvements in safety using closed-loop control.
paper_44a4a72b1c,A study of Lab-On-A-Chip,2025-12-17,J. Med. Chem.,Reports improvements in yield using ML optimisation.
paper_f659dbd889,Towards Robotic Prosthetics,2023-06-26,medRxiv,Reports improvements in throughput using closed-loop control.
paper_41bc06e842,A study of Ai-Driven Medicinal Chemistry,2014-09-30,Science Advances,Reports improvements in safety using novel reagent.
paper_ffa1c30816,Towards Graphene Membranes,2022-04-21,BioRxiv,Reports improvements in throughput using novel reagent.
paper_7c47aa53ed,Towards Wearable Health Sensors,2010-07-09,Science Advances,Reports improvements in efficacy using ML optimisation.
paper_1f272ad472,Engineering Car-T Manufacturing,2025-09-06,Sci Reports,Reports improvements in safety using microfabrication.
paper_bb6ba0c004,A study of Ai-Driven Medicinal Chemistry,2019-10-17,J. Med. Chem.,Reports improvements in stability using closed-loop control.
paper_26cbd9f305,A study of Ai-Driven Medicinal Chemistry,2010-06-27,IEEE TBME,Reports improvements in safety using novel reagent.
paper_a75eea6f4c,Towards Battery Chemistry,2024-01-04,medRxiv,Reports improvements in throughput using closed-loop control.
paper_09f99f0eed,Benchmarking Nanopore Sequencing,2012-02-09,Science Advances,Reports improvements in safety using closed-loop control.
paper_5861c84bea,Engineering Bioprinting,2024-06-29,medRxiv,Reports improvements in safety using closed-loop control.
paper_d7dcb8cb13,Towards Ai-Driven Medicinal Chemistry,2014-01-28,Sci Reports,Reports improvements in safety using ML optimisation.
paper_32cad14238,On Microfluidics,2013-02-18,Science Advances,Reports improvements in yield using novel reagent.
paper_17f3d90484,Engineering Robotic Prosthetics,2021-06-26,Sci Reports,Reports improvements in stability using microfabrication.
paper_6d489974ea,Benchmarking Gene Editing (Crispr),2011-01-11,Science Advances,Reports improvements in efficacy using ML optimisation.
paper_00d57c64c9,Benchmarking Microfluidics,2015-04-23,BioRxiv,Reports improvements in safety using closed-loop control.
paper_21fdab19dd,A study of Photovoltaic Perovskites,2010-10-14,Sci Reports,Reports improvements in stability using microfabrication.
paper_2d1fb5f952,Benchmarking Lab-On-A-Chip,2010-04-25,IEEE TBME,Reports improvements in yield using ML optimisation.
paper_ce6b9d43a2,Engineering Microfluidics,2015-06-18,medRxiv,Reports improvements in stability using ML optimisation.
paper_de77225c97,Benchmarking Microfluidics,2013-09-14,IEEE TBME,Reports improvements in safety using closed-loop control.
paper_fdc7d22c3f,Towards Microfluidics,2014-08-14,BioRxiv,Reports improvements in stability using microfabrication.
paper_1e717532cf,Towards Bioprinting,2017-03-26,BioRxiv,Reports improvements in efficacy using closed-loop control.
paper_bccc14203f,Towards Bioreactor Control,2017-06-02,IEEE TBME,Reports improvements in throughput using microfabrication.
paper_3f8a983908,On Bioreactor Control,2013-10-10,J. Med. Chem.,Reports improvements in stability using microfabrication.
paper_dc4d1d02c1,A study of Biosensors,2011-09-24,IEEE TBME,Reports improvements in throughput using ML optimisation.
paper_857fc0f149,On Single-Cell Multiomics,2024-02-04,J. Med. Chem.,Reports improvements in safety using novel reagent.
paper_9eeb78d5fb,Benchmarking Mrna Therapeutics,2020-10-13,BioRxiv,Reports improvements in stability using microfabrication.
paper_4e6a34294a,Benchmarking Gene Editing (Crispr),2010-11-04,BioRxiv,Reports improvements in stability using closed-loop control.
paper_a9c0b7ef18,On Bioreactor Control,2023-02-05,Sci Reports,Reports improvements in safety using microfabrication.
paper_8409fc1173,Towards Bioprinting,2019-07-19,Sci Reports,Reports improvements in efficacy using ML optimisation.
paper_a0ad1adcbc,Towards Single-Cell Multiomics,2022-08-12,Science Advances,Reports improvements in throughput using ML optimisation.
paper_2d09ed8b33,A study of Bioprinting,2013-02-01,BioRxiv,Reports improvements in safety using novel reagent.
paper_71150f264f,On Wearable Health Sensors,2017-02-10,medRxiv,Reports improvements in stability using novel reagent.
paper_6b8bef75cd,A study of Nanopore Sequencing,2011-08-29,medRxiv,Reports improvements in throughput using ML optimisation.
