patent_id,title,filing_date,assignee,abstract,claims
pat_a8c801ee9d,Method for bioprinting,2019-10-27,SpinOut Biotech,Claims a composition improving throughput using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: system integration ..."", ""Claim 8: method step ..."", ""Claim 9: method step ..."", ""Claim 10: method step ..."", ""Claim 11: method step ...""]"
pat_60fe535ab8,System for solid-state cooling,2020-07-30,GlobalChem,Claims a controller improving stability using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ..."", ""Claim 8: composition ..."", ""Claim 9: control algorithm ..."", ""Claim 10: composition ...""]"
pat_572b6c09f6,Device for CAR-T manufacturing,2011-09-24,SpinOut Biotech,Claims a novel apparatus improving selectivity using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ..."", ""Claim 6: composition ..."", ""Claim 7: control algorithm ...""]"
pat_c68d7f42b7,Composition for solid-state cooling,2014-10-05,OmicsCore SA,Claims a method improving throughput using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: system integration ..."", ""Claim 8: system integration ..."", ""Claim 9: system integration ..."", ""Claim 10: composition ..."", ""Claim 11: method step ..."", ""Claim 12: composition ...""]"
pat_8d4c4c7ea7,System for bioreactor control,2021-08-15,GlobalChem,Claims a novel apparatus improving throughput using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: system integration ..."", ""Claim 7: system integration ...""]"
pat_547249ccc3,Device for wearable health sensors,2018-01-18,MedDevice Corp,Claims a method improving throughput using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ..."", ""Claim 6: system integration ..."", ""Claim 7: method step ..."", ""Claim 8: composition ..."", ""Claim 9: method step ..."", ""Claim 10: method step ..."", ""Claim 11: system integration ...""]"
pat_22b3992597,Method for single-cell multiomics,2014-12-08,OmicsCore SA,Claims a novel apparatus improving throughput using ML control.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ...""]"
pat_f678454233,Method for protein engineering,2024-11-29,DeepMaterials Inc,Claims a novel apparatus improving throughput using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: composition ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ...""]"
pat_5b8f82a745,Method for biosensors,2020-03-26,GlobalChem,Claims a controller improving yield using microchannels.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: composition ..."", ""Claim 8: method step ..."", ""Claim 9: method step ..."", ""Claim 10: control algorithm ...""]"
pat_3372df8e99,Device for biosensors,2013-08-01,DeepMaterials Inc,Claims a composition improving yield using nanoporous films.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: method step ...""]"
pat_e5cb6804ce,Method for robotic prosthetics,2015-08-05,OmicsCore SA,Claims a composition improving selectivity using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: system integration ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ..."", ""Claim 8: composition ..."", ""Claim 9: composition ..."", ""Claim 10: method step ...""]"
pat_f16874a414,Device for CAR-T manufacturing,2016-11-30,GlobalChem,Claims a method improving throughput using ML control.,"[""Claim 1: composition ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: method step ...""]"
pat_db2bc739aa,Composition for protein engineering,2019-06-19,Independent Inventor,Claims a controller improving stability using optimized buffer.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ...""]"
pat_d6accd0ab6,Device for mRNA therapeutics,2014-02-18,DeepMaterials Inc,Claims a method improving stability using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ...""]"
pat_9d46e7d306,Device for protein engineering,2012-10-04,SpinOut Biotech,Claims a controller improving throughput using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: composition ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ..."", ""Claim 8: method step ..."", ""Claim 9: method step ...""]"
pat_5abb0a86af,Composition for wearable health sensors,2025-05-27,Univ. Tech Labs,Claims a novel apparatus improving selectivity using ML control.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ...""]"
pat_0fc00068bb,Composition for photovoltaic perovskites,2020-01-25,SpinOut Biotech,Claims a novel apparatus improving yield using optimized buffer.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: method step ..."", ""Claim 8: composition ...""]"
pat_06bcd96439,Device for robotic prosthetics,2024-06-08,Univ. Tech Labs,Claims a composition improving throughput using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ..."", ""Claim 7: method step ..."", ""Claim 8: system integration ...""]"
pat_35005ccf24,System for bioprinting,2008-10-22,SpinOut Biotech,Claims a controller improving yield using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: control algorithm ..."", ""Claim 8: system integration ...""]"
pat_91a8366a47,System for graphene membranes,2025-11-24,SpinOut Biotech,Claims a method improving yield using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: composition ..."", ""Claim 6: method step ..."", ""Claim 7: method step ..."", ""Claim 8: control algorithm ..."", ""Claim 9: composition ..."", ""Claim 10: system integration ..."", ""Claim 11: system integration ..."", ""Claim 12: control algorithm ...""]"
pat_25902c83bf,Method for CAR-T manufacturing,2020-07-04,MedDevice Corp,Claims a composition improving throughput using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: composition ..."", ""Claim 8: system integration ...""]"
pat_249d5f6054,Method for photovoltaic perovskites,2024-06-16,MedDevice Corp,Claims a controller improving stability using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: method step ..."", ""Claim 8: method step ..."", ""Claim 9: control algorithm ...""]"
pat_b4ed6d9bf3,Composition for graphene membranes,2012-10-20,GlobalChem,Claims a composition improving throughput using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: method step ...""]"
pat_de5ba090d8,Composition for bioprinting,2014-06-07,Independent Inventor,Claims a controller improving throughput using microchannels.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ..."", ""Claim 6: composition ...""]"
pat_6302abed9a,System for AI-driven medicinal chemistry,2018-11-06,SpinOut Biotech,Claims a controller improving throughput using optimized buffer.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: composition ..."", ""Claim 8: control algorithm ..."", ""Claim 9: method step ..."", ""Claim 10: system integration ..."", ""Claim 11: control algorithm ..."", ""Claim 12: system integration ...""]"
pat_30b1104952,Composition for protein engineering,2009-06-18,Independent Inventor,Claims a method improving selectivity using nanoporous films.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: system integration ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ..."", ""Claim 9: method step ..."", ""Claim 10: composition ...""]"
pat_3a059d8fbe,System for wearable health sensors,2021-07-26,MedDevice Corp,Claims a controller improving selectivity using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ...""]"
pat_986c86054b,Composition for protein engineering,2010-10-22,Independent Inventor,Claims a controller improving stability using microchannels.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ...""]"
pat_272027d3cd,Composition for gene editing (CRISPR),2024-03-08,Univ. Tech Labs,Claims a controller improving throughput using optimized buffer.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ...""]"
pat_a10386221f,Method for CAR-T manufacturing,2015-10-21,Univ. Tech Labs,Claims a method improving stability using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: method step ..."", ""Claim 9: system integration ..."", ""Claim 10: method step ...""]"
pat_84c08f38a3,Device for robotic prosthetics,2025-09-29,GlobalChem,Claims a composition improving yield using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ..."", ""Claim 6: method step ..."", ""Claim 7: method step ..."", ""Claim 8: system integration ..."", ""Claim 9: method step ...""]"
pat_918c437b66,Composition for CAR-T manufacturing,2023-12-15,OmicsCore SA,Claims a controller improving selectivity using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ...""]"
pat_7ba54b371b,System for solid-state cooling,2023-06-01,SpinOut Biotech,Claims a composition improving yield using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: control algorithm ..."", ""Claim 6: composition ..."", ""Claim 7: method step ..."", ""Claim 8: method step ...""]"
pat_b48389b1fc,Method for bioprinting,2021-05-22,Independent Inventor,Claims a novel apparatus improving selectivity using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: system integration ..."", ""Claim 5: control algorithm ...""]"
pat_cf1a438c09,Composition for gene editing (CRISPR),2011-09-05,GlobalChem,Claims a composition improving selectivity using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: composition ..."", ""Claim 8: method step ..."", ""Claim 9: system integration ..."", ""Claim 10: composition ..."", ""Claim 11: method step ..."", ""Claim 12: control algorithm ...""]"
