seed_id,title,abstract,topic,date
seed_8330550597,Photovoltaic Perovskites — technology brief 315,"Brief describing photovoltaic perovskites. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",photovoltaic perovskites,2019-01-22
seed_5dce152306,Wearable Health Sensors — technology brief 316,"Brief describing wearable health sensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",wearable health sensors,2021-06-06
seed_0b34299502,Graphene Membranes — technology brief 317,"Brief describing graphene membranes. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",graphene membranes,2023-11-17
seed_067432a79a,Nanopore Sequencing — technology brief 318,"Brief describing nanopore sequencing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",nanopore sequencing,2018-02-20
seed_bd759aebb7,Car-T Manufacturing — technology brief 319,"Brief describing CAR-T manufacturing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",CAR-T manufacturing,2022-09-21
seed_d16119b316,Car-T Manufacturing — technology brief 320,"Brief describing CAR-T manufacturing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",CAR-T manufacturing,2022-06-02
seed_b91bbb3886,Bioreactor Control — technology brief 321,"Brief describing bioreactor control. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioreactor control,2018-07-05
seed_253a84538e,Diagnostic Imaging — technology brief 322,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2020-05-22
seed_e2ebe32e78,Solid-State Cooling — technology brief 323,"Brief describing solid-state cooling. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",solid-state cooling,2024-02-22
seed_fc0430fe09,Battery Chemistry — technology brief 324,"Brief describing battery chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",battery chemistry,2020-12-31
seed_df3f6e53c5,Microfluidics — technology brief 325,"Brief describing microfluidics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",microfluidics,2019-01-03
seed_77db29a0d3,Biosensors — technology brief 326,"Brief describing biosensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",biosensors,2019-02-02
seed_57ae222ea7,Car-T Manufacturing — technology brief 327,"Brief describing CAR-T manufacturing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",CAR-T manufacturing,2018-08-28
seed_4baab77605,Car-T Manufacturing — technology brief 328,"Brief describing CAR-T manufacturing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",CAR-T manufacturing,2024-01-01
seed_7d53206951,Single-Cell Multiomics — technology brief 329,"Brief describing single-cell multiomics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",single-cell multiomics,2021-11-21
seed_d9c0a34ccf,Microfluidics — technology brief 330,"Brief describing microfluidics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",microfluidics,2018-01-08
seed_f8d404f1c4,Microfluidics — technology brief 331,"Brief describing microfluidics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",microfluidics,2021-09-23
seed_b6caac0a56,Diagnostic Imaging — technology brief 332,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2024-02-09
seed_9b25a33f63,Biosensors — technology brief 333,"Brief describing biosensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",biosensors,2024-09-01
seed_3c6bf5d11c,Robotic Prosthetics — technology brief 334,"Brief describing robotic prosthetics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",robotic prosthetics,2025-07-17
seed_5dfc1f7e9e,Solid-State Cooling — technology brief 335,"Brief describing solid-state cooling. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",solid-state cooling,2024-12-04
seed_ad435b2443,Mrna Therapeutics — technology brief 336,"Brief describing mRNA therapeutics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",mRNA therapeutics,2024-06-05
